1.1,0.08284464
6.1,0.1442147
11.1,0.191445
16.1,0.2308293
21.1,0.2667321
26.1,0.2978926
31.1,0.3260643
36.1,0.3527476
41.1,0.3759277
51.1,0.418866
61.1,0.4558606
71.1,0.4876348
81.1,0.5159081
91.1,0.5405822
101.1,0.5636615
111.1,0.5836846
121.1,0.6032128
131.1,0.6192034
141.1,0.6357405
156.1,0.6550825
171.1,0.6739886
186.1,0.6899721
201.1,0.7044289
216.1,0.7182143
231.1,0.7314349
246.1,0.7420743
261.1,0.7542803
276.1,0.7631357
291.1,0.7733504
306.1,0.7806634
321.1,0.7889575
336.1,0.7962641
351.1,0.8031847
366.1,0.8113862
381.1,0.8166965
396.1,0.8227844
411.1,0.8281435
426.1,0.8340757
441.1,0.8388148
461.1,0.8464911
481.1,0.8521734
501.1,0.8586636
521.1,0.8620676
541.1,0.8671786
561.1,0.8736796
581.1,0.8782316
601.1,0.8806147
621.1,0.8845747
641.1,0.8876234
661.1,0.8909613
681.1,0.8930297
701.1,0.89784
721.1,0.9004111
741.1,0.9028493
761.1,0.9049096
781.1,0.9082167
801.1,0.9119409
821.1,0.9152231
841.1,0.9180635
